"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"1",-0.437684403008588,0.138843146937554,0.0760913000274033,1.14656786843587,-0.630107330161888
"2",0.294066938783994,-0.302320120875642,-0.128570657703833,0.714735895181922,-0.532864754134381
"3",-0.295734668565409,0.159774904393675,-0.35114766445484,-0.158766437195039,-0.300609207191199
"4",-0.301008850328912,0.125044989328046,-0.291257571828523,0.448455028691299,-0.544228531433254
"5",0.441282269745934,-0.272941614995069,0.158154879561464,0.00790155663720257,1.46175577442486
"6",-0.252308364356903,-0.0420419922161662,-0.186015136500173,-0.246711130854071,-0.907408981883701
"7",1.28078769864243,2.94191218846536,-0.722873531380034,0.0732432041718194,-1.10755355374276
"8",-0.671913990311041,0.168802705248768,-1.26078666328006,1.64312118141667,-0.722137116251839
"9",-0.650730544221884,0.135871201702389,-0.682869421563768,-0.122718599453203,0.224394687494613
"10",-0.236100594991524,0.0987952446595318,-0.225440958147937,-0.265562315744469,-0.110399980993906
"11",-0.622517151224303,0.225579442010631,-0.58398051214953,0.0506342562793633,-1.2633745990786
"12",0.455294037232392,-0.259658887180016,-0.0551812321140928,0.383424062663384,-0.20884744851073
"13",-0.0415049934825684,-0.220555513600125,0.198505648960874,-0.13912821220377,-0.738650520107371
"14",0.337704267351065,-0.378584759571928,0.183184742562065,0.0205181343780929,-0.0318613464167141
"15",-0.179072314384641,0.207960945932437,-0.275409000501949,-0.250520892642911,0.817081870176927
"16",0.248239433114471,0.48034815572157,-0.291283196161388,-0.27838090187235,-0.290378217244755
"17",-0.197276187157477,0.209718162709759,-0.64661564358119,0.113053634520313,-0.776722107558522
"18",-0.305874882016389,0.0952434964887167,-0.472220160452855,0.390832686444628,-0.340545588682718
"19",0.171760979672931,-0.407597846601629,0.226309640353372,-0.810619078318812,0.871944672681548
"20",0.445891196089298,0.641006579630291,-0.19375776516652,-0.43293001346342,0.831188478036603
"21",0.0657711252487041,0.0828674498336992,-0.129334024672889,-0.676683862100831,-0.0201021144320719
"22",-0.254182993997346,0.0417579408489344,-0.338891085679394,-0.123240410376325,-0.235034113008746
"23",-0.413329521864222,0.175522603721752,-0.801315991502064,0.210227677305926,-0.156725475707567
"24",-0.396324035511746,0.11915042673197,-0.488564392058805,0.387196423693628,0.0784473307337271
"25",-0.679452053992014,0.278743236181151,-0.259728950294723,0.124057082588024,-0.831344396951258
"26",0.703285896516394,-0.524218246778639,0.316060318833647,0.243368556871237,-0.209173836750775
"27",-0.379834286027411,0.0796321094264845,-0.0427063174271708,-0.383446957280301,-0.188258475512445
"28",-0.118626498608412,1.02549401475859,-0.519281053525649,-0.821828772806916,-0.155174413844446
"29",-0.363154849808656,0.0256241394520585,-0.201701564063275,-0.0431790518137296,-0.564594669873355
"30",-0.000391670290044916,0.0859851893865621,-0.0527271051386079,-0.511221736515448,0.463139069476086
"31",-0.390161793908558,0.00606420791722765,-0.662086970383056,1.10406108797471,-0.382499433924214
"32",0.413756420085827,-0.34043216251272,0.220742531834129,0.051385076250085,0.227607927243313
"33",-0.129533160024035,0.00505531903185383,-0.126426877122581,-0.227107497167375,-0.731356718287537
"34",0.659156925101677,-0.65229680287878,0.289694203683221,0.503502233304929,0.595418661496932
"35",0.0475183557281809,-0.224808349113723,-0.0107755923236499,0.170626958603626,0.536466033661138
"36",0.0695702438419169,0.158872062277625,-0.193348110644493,-0.278877080324603,0.144651459694241
"37",0.529936016800611,0.222598381998997,-0.019815063993467,0.26280215744316,0.371017926019128
"38",-0.427656063810672,0.0727499903448484,-0.351001369884989,-0.254178003102985,-0.995026142336893
"39",-0.279915213653206,0.0111807276860552,-0.347307287540809,-0.481648601261591,0.229351812862
