"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"88",0.111644469092692,0.0500434609162416,0.388006489574507,0.0258021274506755,0.00015285486132626
"89",0.0259532092758951,0.000463974653383183,0.112264969642105,0.230994626888814,0.00673476587474754
"90",0.341473737211889,0.46545322120215,8.48939995724109e-07,0.00222564954476429,0.00125792126155058
"91",0.451899507316196,0.242774300589127,0.0674108637799453,0.0507584921982905,0.0327111720873857
"92",0.0260625276960658,0.00643189850078827,0.0838001869190627,0.11933464464689,0.171560639399556
"93",0.0123448671978788,0.024136249561553,0.000393182644366681,0.00715391781277182,0.0740704068208925
"94",0.05954454307992,0.00138761576047558,0.0980694353964934,0.227701060803255,0.237767363299728
"95",0.0256465406496917,5.23281020110042e-06,0.0892170414892604,0.0173447957563975,0.000646352542851741
"96",0.0231538053146871,0.00417537639102996,0.0870236201121857,0.00598975846586903,0.00332896109288616
"97",0.0865274060125616,0.0653990290611877,0.00223262157071046,0.00480272393246836,0.00951887566396862
"98",0.0266411973866055,0.0489959123022055,0.00352872977623926,0.000673655672712823,6.09093295853418e-07
"99",0.00173974210015182,0.0136825322373607,0.00334818040217165,0.0190762900425726,0.00927305589415876
"100",0.00435765160051234,0.00123580763760196,8.94729337799837e-05,0.000893488358660996,0.0165822571988551
"101",0.00759512295826487,0.000549565101381296,0.0255572449374828,0.0022762248584889,0.000881300273805083
"102",0.000708638743215061,0.0126686324087444,0.000797609309097156,0.000964548619570043,0.00253237049619522
"103",0.0219190191121398,0.00216881151213771,0.00052908165685848,3.17644852658367e-05,0.00540637694513048
"104",0.0142182016540612,0.00024174180894887,0.00231830699720304,0.0124135931566537,0.039011891315836
"105",0.00400040067421513,0.0156273129484917,0.00268194514207948,0.13184992410705,0.0535726045756887
"106",0.118341936194376,0.0469077334322487,0.115290110314446,0.0202498601613564,0.0135594402179534
"107",0.0163739324838455,0.000877970552086749,0.0150295853946704,0.182004247632146,5.42552686321619e-08
"108",0.0680378309334044,0.0163378124233903,0.0212464640829877,0.206450446760142,0.00644866399189705
"109",0.00232514786504779,0.00490821158749489,0.00959228351487872,0.0121455199872687,0.035865772602031
"110",0.000265008165366667,0.0143450834489964,0.00323895380642838,0.120805078687391,0.0907103658127751
"111",0.119240016072847,0.0623999172098349,0.285403048972099,0.0262498968646022,0.0224269251659914
"112",7.43975250754861e-05,0.0105888686537167,0.00119963906657088,0.0926767297708227,0.00709523611137879
"113",0.0300404900156739,0.0789356146816386,0.00753651339845652,0.0530945894291133,0.0677195475209469
"114",0.00878607459836074,0.0328977048479302,0.0120971817991879,0.011049235235325,0.0120221298353724
"115",4.18016015439447e-05,0.00798893126132513,0.0104580116939077,0.0376438088777767,0.087197119889134
"116",0.0186379228214934,0.0178639611232705,0.0217885382234566,0.176788420279941,0.0224590061823848
"117",0.00594495939831824,0.00507598426642814,0.0110894905665241,0.1672020538126,0.020355977835447
"118",0.000337235612474476,0.00331414587049809,0.000803469802905648,0.0217372163904951,0.00081750405765756
"119",0.0260625276960658,0.00643189850078827,0.0838001869190627,0.11933464464689,0.171560639399556
"120",0.0080925612122382,0.0193218506674971,0.0106353746298851,0.113542778874841,0.0410622706877551
"121",0.0479996329085021,0.0146460380935234,0.0245236717664736,0.0960451273360772,0.0409702915405149
"122",0.231829137113413,0.0864979829101389,0.189871881736134,0.0281414421588807,8.23241654063807e-05
"123",0.012307255847749,1.96357892540099e-05,0.0189468062708117,0.0364391995970696,0.00826252100701192
"124",0.00200962744307726,0.015102043289753,0.00914666912236439,0.01120186275281,0.000114777500545013
"125",0.0231604084603567,0.00396630022956597,0.206922301420792,0.00370093052773267,0.068287831533174
"126",0.0017892092071332,0.000551230736248009,0.0212300699917424,4.917944774871e-05,0.0422710732615038
"127",0.00471032427662596,0.00598742824615462,0.000192927195522252,0.00903452225139159,0.162476723744758
"128",0.000926077395713756,0.00147009258738055,0.0035809835364486,0.0980276018814794,8.65087867869414e-05
"129",0.00744632429118847,0.00297450580324886,0.0108746429910353,0.138176990354989,0.0253238396409813
"130",0.00469142208028997,0.00488240738192224,0.0101791486624937,0.0532404817911585,0.0187966239974072
"131",0.0009436286496752,0.00299693881902052,0.00930142800338981,0.142006615357898,0.0215641418090578
"132",0.00954723118995413,0.00470728835909558,0.0718651570181802,0.0040252485164236,0.0371445923434381
"133",0.0179232162053082,0.00395096482280356,0.0122109431171134,0.124952750815504,0.0313375074618522
"134",0.0010894369050122,0.000194083771608974,0.00698060170576338,0.0148965813650278,2.48242543131111e-05
"135",0.00487291511100161,0.00651841557363591,0.0191063916771726,0.0236810401716558,0.0140090643589971
"136",0.0260084809253574,0.000800566953347492,0.0231145053457216,0.0569305871430724,0.00968083524152477
"137",0.129349829307711,0.0429649225199633,0.213725532687658,0.0323578626991662,0.00255915155686934
"138",0.0215233562513806,0.00114112284340557,0.00952032733101995,5.35280654421473e-09,0.00190415201301536
"139",0.00293357807001784,0.00176719693510403,0.00657312386503574,0.018486787867052,0.0443908034797481
"140",0.00290018913787792,0.000374087473633287,0.0178060660953921,0.00230202349256124,0.0138793986022243
"141",0.0524535960342947,0.000776269916472962,0.100983350822282,0.228443467555053,0.24318634609954
"142",0.0210582795248281,0.000112987406703131,0.0193565957617204,0.000742811026753079,0.0732621354064922
"143",0.00038419951567554,0.000167489998887202,0.00774925734139229,0.159687160990404,0.000479967856113643
"144",0.0123448671978788,0.024136249561553,0.000393182644366681,0.00715391781277182,0.0740704068208925
"145",0.0406670373983757,0.00182907110959972,0.0114266463162312,0.00190416096177062,0.168020777023322
"146",0.0248961137245752,0.00214231909223975,0.0933295190080402,0.0664214780126803,0.0553608299775865
"147",0.00414931876870257,0.00258398972595803,0.0234802044022288,0.000140742464513469,0.014284963158066
"148",0.0342701534787269,0.000752950551827795,0.0526734349216252,0.00214056689499698,0.0055884537758086
"149",0.0020874545721281,0.00692383382627189,0.0131999981362242,0.00198671560203237,0.000208377827122264
"150",0.000896675484256259,0.00625258250177226,0.000411104599159115,0.0356902798912524,0.00295607618685362
"151",0.00936607834952137,0.000187218418023291,0.0118997718296814,0.0138996045865058,0.23241577675077
"152",0.0185424153439409,0.00031674562550257,0.0120969235534981,0.030834879506076,0.0553455406753709
"153",0.0916675714415964,0.0439754099825737,0.294614895446243,0.0478335480748789,0.00189579855554664
"154",0.00264007930960869,0.00119513620737983,0.00128151631846655,0.00702267282667349,0.000326994521108194
"155",0.000871779674121073,0.00206622327706312,0.00237530700963025,0.00556503423941418,0.0108215848331268
"156",0.00128125114641247,0.00856072708453563,0.0134087913603736,0.0397282269719965,0.022807718971369
"157",0.0734962812515319,0.00241542664337696,0.0457521966250522,0.00255324451535182,0.0385131057896875
"158",0.0142372470503483,4.55566844746913e-05,0.0281978576218851,0.0249254074221837,0.0195983805160896
"159",0.0129865377161956,0.00138719634494143,0.0237332919565552,0.0899896824046075,0.0530099564113966
"160",9.94082182001042e-06,0.0233777685828968,0.00113041609493819,0.0851310263618117,0.0777978825183541
"161",0.046225843803562,0.00206609959466813,0.0062339353141953,0.0106689146136364,0.166874070639274
"162",0.0455820607202397,0.00530483739147098,0.0465256184498261,6.86835299667172e-05,0.0102833447126209
"163",0.058235591354204,0.0115829997056565,0.0054916147925389,0.042247982696198,0.00850057247503414
"164",0.112162079052863,0.0817828990857772,0.397961811653171,0.0148536204348874,0.0157013222884738
"165",0.0014627857880654,0.00726942917762033,0.00260027948959584,0.0363840309327722,0.0158159538163555
"166",0.0656640790774432,0.0172754859247024,0.0339980318758209,0.0147305125847509,0.00310897354678832
"167",0.00287674318463679,0.000244736116725677,0.00159430498439988,8.43836125764225e-05,0.0214402863358009
"168",0.00879740073266068,0.0298209467788596,0.00431308404694857,0.0122266469413035,0.000908399498192497
